Designator,Mid X,Mid Y,Rotation,Layer
C1,124.4,-76.1,270.0,top
C2,113.03,-69.1,90.0,top
D1,116.078,-69.85,90.0,top
D2,114.1,-80.264,180.0,top
J1,129.26,-73.66999999999999,90.0,top
J2,108.5,-73.64999999999999,270.0,top
L1,121.9,-69.7,180.0,top
R1,114.9,-74.676,0.0,top
R2,114.808,-76.962,180.0,top
R3,118.0,-80.264,0.0,top
U1,120.1,-75.5,180.0,top
